project,unit,type,owner,parent,countries,status_tabular,start_year,capacity,production,units,geom,lat,lng,route,url,status
HDLE/HDLS,,gas_extraction_area,,,Algeria,operating,2022,,,,point,28.685,2.6797,,https://www.gem.wiki/HDLE/HDLS_Oil_Field_(Algeria),operating
Ha'py,,gas_extraction_area,,,Egypt,operating,,,4.50,million boe/y,point,31.575,31.997,,https://www.gem.wiki/Ha'py_Oil_and_Gas_Field_(Egypt),operating
Hamra,,gas_extraction_area,Sonatrach (100%),Sonatrach SPA (100%),Algeria,operating,,,,,point,29.25,6.136,,https://www.gem.wiki/Hamra_Oil_and_Gas_Field_(Algeria),operating
Hassi Berkine Sud,,gas_extraction_area,Occidental Petroleum Corporation (24.5%);Sonatrach (51%);Eni S.P.A. (12.2%);TotalEnergies (12.2%),Occidental Petroleum Corporation (24.5%);Sonatrach SPA (51%);Eni S.P.A. (12.2%);TotalEnergies (12.2%),Algeria,operating,1998,,55.20,million boe/y,point,30.804,8.03,,https://www.gem.wiki/Hassi_Berkine_Sud_Oil_Field_(Algeria),operating
Hassi Messaoud,,gas_extraction_area,Sonatrach (100%),Sonatrach SPA (100%),Algeria,operating,,,361.36,million boe/y,point,31.854,5.8,,https://www.gem.wiki/Hassi_Messaoud_Oil_and_Gas_Field_(Algeria),operating
Hassi R'Mel,,gas_extraction_area,Sonatrach (100%),Sonatrach SPA (100%),Algeria,operating,1961,,669.52,million boe/y,point,33.064,3.202,,https://www.gem.wiki/Hassi_R'Mel_Gas_Field_(Algeria),operating
Herunefer,,gas_extraction_area,,,Egypt,in development,,,5.79,million boe/y,point,27.219,30.232,,https://www.gem.wiki/Herunefer_Oil_and_Gas_Field_(Egypt),construction_plus
Hilala,,gas_extraction_area,,,Ethiopia,shut in,,,,,point,6.17,43.81,,https://www.gem.wiki/Hilala_Gas_Field_(Ethiopia),mothballed_plus
Ibewa,,gas_extraction_area,TotalEnergies (40%);Nigerian National Petroleum Corporation (60%),TotalEnergies (40%);Nigerian National Petroleum Corporation (60%),Nigeria,operating,,,4.72,million boe/y,point,5.232,6.655,,https://www.gem.wiki/Ibewa_Oil_and_Gas_Field_(Nigeria),operating
Ibigwe,,gas_extraction_area,,,Nigeria,operating,,,1.86,million boe/y,point,5.352,6.837,,https://www.gem.wiki/Ibigwe_Oil_and_Gas_Field_(Nigeria),operating
Idoho,,gas_extraction_area,,,Nigeria,operating,,,2.39,million boe/y,point,4.351,7.975,,https://www.gem.wiki/Idoho_Oil_and_Gas_Field_(Nigeria),operating
Idu,,gas_extraction_area,,,Nigeria,operating,,,18.14,million boe/y,point,5.2782,6.5588,,https://www.gem.wiki/Idu_Oil_and_Gas_Field_(Nigeria),operating
Ikike,,gas_extraction_area,TotalEnergies E&P Nigeria Limited (40%);Nigerian National Petroleum Corporation (60%),TotalEnergies (40%);Nigerian National Petroleum Corporation (60%),Nigeria,in development,,,,,point,4.241,7.539,,https://www.gem.wiki/Ikike_Oil_and_Gas_Field_(Nigeria),construction_plus
Ime,,gas_extraction_area,TotalEnergies (40%);Nigerian National Petroleum Corporation (60%),TotalEnergies (40%);Nigerian National Petroleum Corporation (60%),Nigeria,operating,,,4.85,million boe/y,point,3.9595,7.7874,,https://www.gem.wiki/Ime_Oil_and_Gas_Field_(Nigeria),operating
Imo River,,gas_extraction_area,,,Nigeria,operating,,,3.59,million boe/y,point,4.9748,7.1968,,https://www.gem.wiki/Imo_River_Oil_and_Gas_Field_(Nigeria),operating
In Amenas,,gas_extraction_area,BP (46%);Sonatrach (8.1%);Equinor (45.9%),BP P.L.C. (46%);Sonatrach SPA (8.1%);Equinor ASA (45.9%),Algeria,operating,2006,,87.17,million boe/y,point,27.846,9.126,,https://www.gem.wiki/In_Amenas_Gas_Field_(Algeria),operating
In Amenas Nord,,gas_extraction_area,Sonatrach (100%),Sonatrach SPA (100%),Algeria,operating,2006,,,,point,28.085,9.408,,https://www.gem.wiki/In_Amenas_Nord_Gas_Field_(Algeria),operating
In Salah,,gas_extraction_area,Groupement In Salah Gas (100%),BP P.L.C. (33.1%);Equinor ASA (31.9%);Sonatrach SPA (35%),Algeria,operating,2004,,,,point,27.276,3.514,,https://www.gem.wiki/In_Salah_Oil_and_Gas_Complex_(Algeria),operating
Inanga,,gas_extraction_area,,,Nigeria,operating,,,1.22,million boe/y,point,8.6806,7.5529,,https://www.gem.wiki/Inanga_Oil_and_Gas_Field_(Nigeria),operating
Inhassoro,,gas_extraction_area,,,Mozambique,discovered,,,,,point,-21.673,35.352,,https://www.gem.wiki/Inhassoro_Oil_and_Gas_Field_(Mozambique),proposed_plus
Inim,,gas_extraction_area,,,Nigeria,operating,,,1.85,million boe/y,point,4.2329,8.0097,,https://www.gem.wiki/Inim_Oil_and_Gas_Field_(Nigeria),operating
Iraharen,,gas_extraction_area,TotalEnergies (63.7%);Cepsa (11.2%);Sonatrach (25%),TotalEnergies (63.7%);Mubadala Investment Company (7.1%);Carlyle Group (4.2%);Sonatrach SPA (25%),Algeria,operating,,,1.06,million boe/y,point,28.603,2.618,,https://www.gem.wiki/Iraharen_Oil_and_Gas_Field_(Algeria),operating
Irri,,gas_extraction_area,Oando Energy Resources (20%);Nigerian Agip Oil Company;Nigerian Petroleum Development Company,Oando Energy Resources (20%);Eni (20%);Nigerian National Petroleum Corporation (20%),Nigeria,operating,,,4.81,million boe/y,point,6.2808,5.5386,,https://www.gem.wiki/Irri_Oil_and_Gas_Field_(Nigeria),operating
Isobo,,gas_extraction_area,,,Nigeria,operating,,,1.76,million boe/y,point,4.307,8.29,,https://www.gem.wiki/Isobo_Oil_and_Gas_Field_(Nigeria),operating
Isoko South,,gas_extraction_area,Oando Energy Resources (20%);Nigerian Agip Oil Company,Oando Energy Resources (20%);Eni (20%),Nigeria,operating,,,2.52,million boe/y,point,6.2827,5.5134,,https://www.gem.wiki/Isoko_South_Oil_and_Gas_Field_(Nigeria),operating
Itut,,gas_extraction_area,,,Nigeria,operating,,,6.81,million boe/y,point,8.1378,4.4189,,https://www.gem.wiki/Itut_Oil_and_Gas_Field_(Nigeria),operating
Izombe,,gas_extraction_area,,,Nigeria,operating,,,1.49,million boe/y,point,5.607,6.829,,https://www.gem.wiki/Izombe_Oil_and_Gas_Field_(Nigeria),operating
JG-NEAG,,gas_extraction_area,,,Egypt,operating,2002,,,,point,27.219,30.232,,https://www.gem.wiki/JG-NEAG_Oil_and_Gas_Field_(Egypt),operating
Jodari,,gas_extraction_area,,,Tanzania,discovered,,,,,point,-10.107,40.502,,https://www.gem.wiki/Jodari_Gas_Field_(Tanzania),proposed_plus
Kanayes,,gas_extraction_area,,,Egypt,operating,,,,,point,30.947,28.011,,https://www.gem.wiki/Kanayes_Oil_and_Gas_Field_(Egypt),operating
Kanbo,,gas_extraction_area,,,Nigeria,operating,,,2.09,million boe/y,point,4.8909,5.6796,,https://www.gem.wiki/Kanbo_Oil_and_Gas_Field_(Nigeria),operating
Khalda,,gas_extraction_area,SINOPEC (66.7%);Apache Corporation (33.3%),APA Coropration (33.3%),Egypt,operating,,,,,point,30.654,26.958,,https://www.gem.wiki/Khalda_Oil_and_Gas_Field_(Egypt),operating
Kita Marine,,gas_extraction_area,,,Nigeria,operating,,,5.85,million boe/y,point,8.6806,7.5529,,https://www.gem.wiki/Kita_Marine_Oil_and_Gas_Field_(Nigeria),operating
Kito,,gas_extraction_area,,,Nigeria,operating,,,63.09,million boe/y,point,8.6806,7.5529,,https://www.gem.wiki/Kito_Oil_and_Gas_Field_(Nigeria),operating
Kizomba C,,gas_extraction_area,Sonangol E.P. (10%);Equinor (12%);Eni S.P.A. (18%);BP (24%);Exxonmobil (36%),Sonangol Group (10%);Equinor ASA (12%);Eni S.P.A. (18%);BP P.L.C. (24%),Angola,operating,2008,,98.06,million boe/y,point,-6.327,11.251,,https://www.gem.wiki/Kizomba_C_Oil_Project_(Angola),operating
Koroama,,gas_extraction_area,,,Nigeria,operating,,,20.69,million boe/y,point,8.6806,7.5529,,https://www.gem.wiki/Koroama_Oil_and_Gas_Field_(Nigeria),operating
Kwale,,gas_extraction_area,Oando Energy Resources (20%);other (80%),Oando Energy Resources (20%),Nigeria,operating,1967,,2.39,million boe/y,point,5.66,6.508,,https://www.gem.wiki/Kwale_Oil_and_Gas_Field_(Nigeria),operating
Lavani,,gas_extraction_area,,,Tanzania,discovered,,,,,point,-9.401,40.44,,https://www.gem.wiki/Lavani_Gas_Field_(Tanzania),proposed_plus
Libra,,gas_extraction_area,BP (82.8%);Wintershall DEA (17.2%),BP P.L.C. (82.8%);BASF SE (17.2%),Egypt,in development,2017,,,,point,31.956,30.169,,https://www.gem.wiki/Libra_Gas_Field_(Egypt),construction_plus
Luiperd,,gas_extraction_area,TotalEnergies (45%);QatarEnergy (25%);CNR International (20%);Main Street (10%),TotalEnergies (45%);QatarEnergy (25%);Canadian Natural Resources Limited (20%);Africa Energy Corp. (4.9%),South Africa,in development,2026 (expected),,,,point,-35.798,23.178,,https://www.gem.wiki/Luiperd_Oil_and_Gas_Field_(South_Africa),construction_plus
Mafumeira Sul (South),,gas_extraction_area,Chevron (39.2%);Sonangol E.P. (41%);TotalEnergies (10%);Eni S.P.A. (9.8%),Chevron Corporation (39.2%);Sonangol Group (41%);TotalEnergies (10%);Eni S.P.A. (9.8%),Angola,operating,2016,,26.52,million boe/y,point,-5.7226,11.933,,https://www.gem.wiki/Mafumeira_Sul_(South)_Oil_and_Gas_Field_(Angola),operating
Mafumeira/Mafumeira N,,gas_extraction_area,Chevron (39.2%);Sonangol E.P. (41%);TotalEnergies (10%);Eni S.P.A. (9.8%),Chevron Corporation (39.2%);Sonangol Group (41%);TotalEnergies (10%);Eni S.P.A. (9.8%),Angola,operating,2009,,10.95,million boe/y,point,-5.6334,11.914,,https://www.gem.wiki/MafumeiraMafumeira_N_Oil_and_Gas_Field_(Angola),operating
Magd,,gas_extraction_area,Egyptian General Petroleum Corporation (EGPC);Shell Egypt,Egyptian General Petroleum Corporation (EGPC);Shell plc,Egypt,operating,,,,,point,29.337,28.463,,https://www.gem.wiki/Magd_Oil_and_Gas_Field_(Egypt),operating
Makaraba,,gas_extraction_area,,,Nigeria,operating,,,3.15,million boe/y,point,5.807,5.431,,https://www.gem.wiki/Makaraba_Oil_and_Gas_Field_(Nigeria),operating
Malu,,gas_extraction_area,Chevron (40%),Chevron Corporation (40%),Nigeria,operating,,,1.50,million boe/y,point,5.849,4.721,,https://www.gem.wiki/Malu_Oil_and_Gas_Field_(Nigeria),operating
Mamba,,gas_extraction_area,Mozambique Rovuma Venture (70%);Galp (10%);Korean Gas Corporation (KOGAS) (10%);Empresa Nacional de Hidrocarbonetos de Mozambique (10%),"ExxonMobil Corporation (28%);Eni (28%);China National Petroleum Corporation (14%);Galp Energia, SGPS, S.A. (10%);Korean Gas Corporation (KOGAS) (10%);Empresa Nacional de Hidrocarbonetos de Mozambique (10%)",Mozambique,in development,2024 (expected),,,,point,-10.875,41.209,,https://www.gem.wiki/Mamba_Gas_Complex_(Mozambique),construction_plus
Mamba North,,gas_extraction_area,,,Mozambique,operating,,,,,point,-10.875,41.209,,https://www.gem.wiki/Mamba_North_Oil_and_Gas_Field_(Mozambique),operating
Mamba South,,gas_extraction_area,,,Mozambique,operating,,,,,point,-10.875,41.209,,https://www.gem.wiki/Mamba_South_Oil_and_Gas_Field_(Mozambique),operating
Manuso,,gas_extraction_area,,,Nigeria,operating,,,,,point,6.5035,5.0103,,https://www.gem.wiki/Manuso_Oil_and_Gas_Field_(Nigeria),operating
Mbede,,gas_extraction_area,Nigerian Agip Oil Company (20%);Oando Energy Resources (20%);Nigerian National Petroleum Corporation (60%),Eni (20%);Oando Energy Resources (20%);Nigerian National Petroleum Corporation (60%),Nigeria,operating,1972,,5.21,million boe/y,point,6.748,5.485,,https://www.gem.wiki/Mbede_Oil_and_Gas_Field_(Nigeria),operating
Mdalasini,,gas_extraction_area,,,Tanzania,discovered,,,,,point,-9.493,40.503,,https://www.gem.wiki/Mdalasini_Gas_Field_(Tanzania),proposed_plus
Mefa,,gas_extraction_area,,,Nigeria,operating,,,1.07,million boe/y,point,8.6806,7.5529,,https://www.gem.wiki/Mefa_Oil_and_Gas_Field_(Nigeria),operating
Mejo,,gas_extraction_area,,,Nigeria,operating,,,2.71,million boe/y,point,5.855,4.985,,https://www.gem.wiki/Mejo_Oil_and_Gas_Field_(Nigeria),operating
Meleiha Phase 2,,gas_extraction_area,,,Egypt,in development,2025 (expected),,2.56,million boe/y,point,27.219,30.232,,https://www.gem.wiki/Meleiha_Phase_2_Gas_Field_(Egypt),construction_plus
Menzel Ledjmet Est (MLE),,gas_extraction_area,Eni S.P.A. (75%);Sonatrach (25%),Eni S.P.A. (75%);Sonatrach SPA (25%),Algeria,operating,2013,,13.91,million boe/y,point,30.167,7.6636,,https://www.gem.wiki/Menzel_Ledjmet_Est_(MLE)_Oil_and_Gas_Field_(Algeria),operating
Mfem,,gas_extraction_area,,,Nigeria,operating,,,1.64,million boe/y,point,4.286,8.2492,,https://www.gem.wiki/Mfem_Oil_and_Gas_Field_(Nigeria),operating
Mkizi,,gas_extraction_area,,,Tanzania,discovered,,,,,point,-9.992,40.433,,https://www.gem.wiki/Mkizi_Gas_Field_(Tanzania),proposed_plus
Mkuranga,,gas_extraction_area,,,Tanzania,discovered,,,,,point,-7.157,39.084,,https://www.gem.wiki/Mkuranga_Gas_Field_(Tanzania),proposed_plus
Mnazi Bay,,gas_extraction_area,,,Tanzania,operating,2006,,175.22,million boe/y,point,-10.313,40.406,,https://www.gem.wiki/Mnazi_Bay_Gas_Field_(Tanzania),operating
Mronge,,gas_extraction_area,,,Tanzania,discovered,,,,,point,-9.113,40.453,,https://www.gem.wiki/Mronge_Gas_Field_(Tanzania),proposed_plus
Mzia,,gas_extraction_area,,,Tanzania,discovered,,,,,point,-9.8028,40.476,,https://www.gem.wiki/Mzia_Gas_Field_(Tanzania),proposed_plus
NC186,,gas_extraction_area,,,Libya,operating,,,,,point,26.714,12.553,,https://www.gem.wiki/NC186_Oil_Complex_(Libya),operating
"NEMC/1-4,ODEC/1,SBAR/1",,gas_extraction_area,,,Nigeria,operating,,,9.15,million boe/y,point,8.6806,7.5529,,"https://www.gem.wiki/NEMC1-4,ODEC1,SBAR1_Oil_and_Gas_Field_(Nigeria)",operating
Narges-1X,,gas_extraction_area,,,Egypt,discovered,,,,,point,31.721,33.34,,https://www.gem.wiki/Narges-1X_Gas_Field_(Egypt),proposed_plus
Nemba,,gas_extraction_area,Eni S.P.A. (9.8%);Chevron (39.2%);Sonangol Pesquisa e Produção (41%);TotalEnergies (10%),Eni S.P.A. (9.8%);Chevron Corporation (39.2%);Sonangol Group (41%);TotalEnergies (10%),Angola,operating,1998,,48.67,million boe/y,point,-5.408,11.694,,https://www.gem.wiki/Nemba_Oil_and_Gas_Field_(Angola),operating
Nembe Creek East,,gas_extraction_area,,,Nigeria,operating,,,1.38,million boe/y,point,4.4311,6.3149,,https://www.gem.wiki/Nembe_Creek_East_Oil_and_Gas_Field_(Nigeria),operating
Nidoco NW,,gas_extraction_area,,,Egypt,operating,,,53.51,million boe/y,point,27.219,30.232,,https://www.gem.wiki/Nidoco_NW_Gas_Field_(Egypt),operating
Nimbe South,,gas_extraction_area,,,Nigeria,operating,,,1.69,million boe/y,point,8.6806,7.5529,,https://www.gem.wiki/Nimbe_South_Oil_and_Gas_Field_(Nigeria),operating
Nooros,,gas_extraction_area,Eni S.P.A. (75%);BP (25%),Eni S.P.A. (75%);BP P.L.C. (25%),Egypt,operating,2015,,68.71,million boe/y,point,31.709,30.985,,https://www.gem.wiki/Nooros_Gas_Field_(Egypt),operating
Nooros East,,gas_extraction_area,,,Egypt,operating,2016,,16.43,million boe/y,point,31.709,30.985,,https://www.gem.wiki/Nooros_East_Oil_and_Gas_Field_(Egypt),operating
North Abu Qir PIII,,gas_extraction_area,Energean (100%),Energean (100%),Egypt,operating,2017,,,,point,31.478,30.189,,https://www.gem.wiki/North_Abu_Qir_PIII_Oil_and_Gas_Field_(Egypt),operating
North Apoi,,gas_extraction_area,,,Nigeria,operating,,,1.03,million boe/y,point,8.6806,7.5529,,https://www.gem.wiki/North_Apoi_Oil_and_Gas_Field_(Nigeria),operating
North Berkine,,gas_extraction_area,Eni S.P.A. (49%);Sonatrach (51%),Eni S.P.A. (49%);Sonatrach SPA (51%),Algeria,operating,2019,,,,point,26.418,9.0796,,https://www.gem.wiki/North_Berkine_Oil_and_Gas_Complex_(Algeria),operating
North El Amriya/North Idku (NEA/NI),,gas_extraction_area,,,Egypt,in development,2022 (expected),,,,point,27.219,30.232,,https://www.gem.wiki/North_El_AmriyaNorth_Idku_(NEANI)_Oil_and_Gas_Concession_(Egypt),construction_plus
Nour,,gas_extraction_area,,,Egypt,discovered,,,,,point,31.624,32.75,,https://www.gem.wiki/Nour_Gas_Field_(Egypt),proposed_plus
Ntorya,,gas_extraction_area,,,Tanzania,discovered,,,,,point,-10.525,39.969,,https://www.gem.wiki/Ntorya_Gas_Field_(Tanzania),proposed_plus
Nun River,,gas_extraction_area,,,Nigeria,operating,,,1.12,million boe/y,point,4.821,6.067,,https://www.gem.wiki/Nun_River_Oil_and_Gas_Field_(Nigeria),operating
Obagi,,gas_extraction_area,TotalEnergies;Nigerian National Petroleum Corporation,TotalEnergies;Nigerian National Petroleum Corporation,Nigeria,operating,1966,,8.02,million boe/y,point,5.2441,6.6605,,https://www.gem.wiki/Obagi_Oil_and_Gas_Field_(Nigeria),operating
Obaiyed,,gas_extraction_area,Capricorn Energy (50%);Eni S.P.A. (50%),Capricorn Energy (50%);Eni S.P.A. (50%),Egypt,operating,1999,,48.62,million boe/y,point,31.249,26.568,,https://www.gem.wiki/Obayeid_Oil_and_Gas_Field_(Egypt),operating
Obama,,gas_extraction_area,,,Nigeria,operating,,,1.24,million boe/y,point,4.647,6.246,,https://www.gem.wiki/Obama_Oil_and_Gas_Field_(Nigeria),operating
Obea,,gas_extraction_area,,,Nigeria,operating,,,2.06,million boe/y,point,8.6806,7.5529,,https://www.gem.wiki/Obea_Oil_and_Gas_Field_(Nigeria),operating
Oben/Sapele/Amukpe (NPDC),,gas_extraction_area,Nigerian Petroleum Development Company (100%),Nigerian National Petroleum Corporation (100%),Nigeria,operating,,,30.25,million boe/y,point,5.935,5.7243,,https://www.gem.wiki/ObenSapeleAmukpe_(NPDC)_Oil_and_Gas_Field_(Nigeria),operating
Oben/Sapele/Amukpe (Seplat),,gas_extraction_area,Seplat Petroleum (45%);Nigerian Petroleum Development Company (55%),Seplat Petroleum (45%);Nigerian National Petroleum Corporation (55%),Nigeria,operating,,,247.84,million boe/y,point,5.935,5.7243,,https://www.gem.wiki/ObenSapeleAmukpe_(Seplat)_Oil_and_Gas_Field_(Nigeria),operating
Obiafu,,gas_extraction_area,Eni S.P.A. (20%);Nigerian National Petroleum Corporation (60%);Oando Energy Resources (20%),Eni S.P.A. (20%);Nigerian National Petroleum Corporation (60%);Oando Energy Resources (20%),Nigeria,operating,,,11.12,million boe/y,point,5.397,6.561,,https://www.gem.wiki/Obiafu_Oil_and_Gas_Field_(Nigeria),operating
Obiafu 41,,gas_extraction_area,,,Nigeria,operating,2019,,,,point,5.2093,5.4619,,https://www.gem.wiki/Obiafu_41_Oil_and_Gas_Field_(Nigeria),operating
Obiafu/Obrikom,,gas_extraction_area,Eni S.P.A. (20%);Nigerian National Petroleum Corporation (60%);Oando Energy Resources (20%),Eni S.P.A. (20%);Nigerian National Petroleum Corporation (60%);Oando Energy Resources (20%),Nigeria,operating,,,,,point,5.4174,6.5945,,https://www.gem.wiki/Obiafu/Obrikom_Oil_and_Gas_Complex_(Nigeria),operating
Obigbo North,,gas_extraction_area,,,Nigeria,operating,,,2.50,million boe/y,point,4.883,7.111,,https://www.gem.wiki/Obigbo_North_Oil_and_Gas_Field_(Nigeria),operating
Obodugwa 3,,gas_extraction_area,,,Nigeria,operating,,,1.08,million boe/y,point,8.6806,7.5529,,https://www.gem.wiki/Obodugwa_3_Oil_and_Gas_Field_(Nigeria),operating
Obrikom,,gas_extraction_area,Eni S.P.A. (20%);Nigerian National Petroleum Corporation (60%);Oando Energy Resources (20%),Eni S.P.A. (20%);Nigerian National Petroleum Corporation (60%);Oando Energy Resources (20%),Nigeria,operating,,,1.05,million boe/y,point,4.6999,6.972,,https://www.gem.wiki/Obrikom_Oil_and_Gas_Field_(Nigeria),operating
Odudu,,gas_extraction_area,,,Nigeria,operating,,,25.43,million boe/y,point,8.6806,7.5529,,https://www.gem.wiki/Odudu_Oil_and_Gas_Field_(Nigeria),operating
Ofon,,gas_extraction_area,TotalEnergies E&P Nigeria Limited (40%);Nigerian National Petroleum Corporation (60%),TotalEnergies (40%);Nigerian National Petroleum Corporation (60%),Nigeria,operating,1997,,23.51,million boe/y,point,4.109,8.062,,https://www.gem.wiki/Ofon_Oil_and_Gas_Field_(Nigeria),operating
Ogbainbiri,,gas_extraction_area,Nigerian National Petroleum Corporation (60%);Nigerian Agip Oil Company (20%);Phillips Oil Company Nigeria Ltd (20%),Nigerian National Petroleum Corporation (60%);Eni (20%);Oando (nan%),Nigeria,operating,,,20.46,million boe/y,point,4.8093,5.9711,,https://www.gem.wiki/Ogbainbiri_Oil_and_Gas_Field_(Nigeria),operating
Ogbele,,gas_extraction_area,Niger Delta Petroleum (100%),Niger Delta Exploration & Production PLC (100%),Nigeria,operating,2005,,3.55,million boe/y,point,8.6806,7.5529,,https://www.gem.wiki/Ogbele_Oil_and_Gas_Field_(Nigeria),operating
Ohanet (Nord et Sud),,gas_extraction_area,Sonatrach (100%),Sonatrach SPA (100%),Algeria,operating,2003,,63.57,million boe/y,point,28.695,8.7174,,https://www.gem.wiki/Ohanet_(Nord_et_Sud)_Oil_and_Gas_Field_(Algeria),operating
